question_id,context_id,title,context,question,answer,question_type
21627,110,篠島,"名鉄海上観光船が知多半島や渥美半島と篠島港の間に高速船とカーフェリーを運航している。
南知多町の師崎港と日間賀島東港・日間賀島西港・篠島港を結ぶ定期高速船は「師崎-篠島-日間賀島-師崎」の順に巡り、師崎港から篠島港まで約10分である。
2012年(平成24年)4月1日のダイヤ改正後、始発便は師崎を6時台に出港し、最終便は篠島を19時台に出港する。
美浜町の河和港と日間賀島西港・日間賀島東港・篠島港・伊良湖港を結ぶ定期高速船は、河和港から篠島港まで約30分である。
2012年4月1日のダイヤ改正後、始発便は河和を7時台に出港し、最終便は篠島を17時台に出港する。
いずれの路線も日間賀島までは約5分である。師崎港と篠島港を結ぶ定期カーフェリーは、師崎港から篠島港まで約20分である。
2012年4月1日のダイヤ改正後、始発便は師崎を8時台に出港し、最終便は篠島を17時台に出港する。
同じ三河湾にある佐久島との間には定期航路が存在しないが、海上タクシーなどで行き来することができる。",師崎港から篠島港までは定期高速船で何分かかりますか?,約10分,Lexical variation (synonymy)
21628,110,篠島,"名鉄海上観光船が知多半島や渥美半島と篠島港の間に高速船とカーフェリーを運航している。
南知多町の師崎港と日間賀島東港・日間賀島西港・篠島港を結ぶ定期高速船は「師崎-篠島-日間賀島-師崎」の順に巡り、師崎港から篠島港まで約10分である。
2012年(平成24年)4月1日のダイヤ改正後、始発便は師崎を6時台に出港し、最終便は篠島を19時台に出港する。
美浜町の河和港と日間賀島西港・日間賀島東港・篠島港・伊良湖港を結ぶ定期高速船は、河和港から篠島港まで約30分である。
2012年4月1日のダイヤ改正後、始発便は河和を7時台に出港し、最終便は篠島を17時台に出港する。
いずれの路線も日間賀島までは約5分である。師崎港と篠島港を結ぶ定期カーフェリーは、師崎港から篠島港まで約20分である。
2012年4月1日のダイヤ改正後、始発便は師崎を8時台に出港し、最終便は篠島を17時台に出港する。
同じ三河湾にある佐久島との間には定期航路が存在しないが、海上タクシーなどで行き来することができる。",定期高速船でかかる時間が短いのは、師崎港から篠島港までと河和港から篠島港までのどちらの航路ですか?,師崎港から篠島港,Logical reasoning
21629,110,篠島,"名鉄海上観光船が知多半島や渥美半島と篠島港の間に高速船とカーフェリーを運航している。
南知多町の師崎港と日間賀島東港・日間賀島西港・篠島港を結ぶ定期高速船は「師崎-篠島-日間賀島-師崎」の順に巡り、師崎港から篠島港まで約10分である。
2012年(平成24年)4月1日のダイヤ改正後、始発便は師崎を6時台に出港し、最終便は篠島を19時台に出港する。
美浜町の河和港と日間賀島西港・日間賀島東港・篠島港・伊良湖港を結ぶ定期高速船は、河和港から篠島港まで約30分である。
2012年4月1日のダイヤ改正後、始発便は河和を7時台に出港し、最終便は篠島を17時台に出港する。
いずれの路線も日間賀島までは約5分である。師崎港と篠島港を結ぶ定期カーフェリーは、師崎港から篠島港まで約20分である。
2012年4月1日のダイヤ改正後、始発便は師崎を8時台に出港し、最終便は篠島を17時台に出港する。
同じ三河湾にある佐久島との間には定期航路が存在しないが、海上タクシーなどで行き来することができる。",河和港から篠島港までは定期高速船で何分かかりますか?,約30分,Lexical variation (synonymy)
21630,110,篠島,"名鉄海上観光船が知多半島や渥美半島と篠島港の間に高速船とカーフェリーを運航している。
南知多町の師崎港と日間賀島東港・日間賀島西港・篠島港を結ぶ定期高速船は「師崎-篠島-日間賀島-師崎」の順に巡り、師崎港から篠島港まで約10分である。
2012年(平成24年)4月1日のダイヤ改正後、始発便は師崎を6時台に出港し、最終便は篠島を19時台に出港する。
美浜町の河和港と日間賀島西港・日間賀島東港・篠島港・伊良湖港を結ぶ定期高速船は、河和港から篠島港まで約30分である。
2012年4月1日のダイヤ改正後、始発便は河和を7時台に出港し、最終便は篠島を17時台に出港する。
いずれの路線も日間賀島までは約5分である。師崎港と篠島港を結ぶ定期カーフェリーは、師崎港から篠島港まで約20分である。
2012年4月1日のダイヤ改正後、始発便は師崎を8時台に出港し、最終便は篠島を17時台に出港する。
同じ三河湾にある佐久島との間には定期航路が存在しないが、海上タクシーなどで行き来することができる。",2012年4月1日のダイヤ改正後、始発便の出港時刻がより早いのは、師崎と河和のどちらですか?,師崎,Logical reasoning
21631,111,篠島,"島内の道路はすべて市町村道(南知多町道)であり、道路舗装率は83.5%と愛知県平均(87.1%)と同等である。
外周道路以外は幅員が狭く、四輪車の通行が禁止されている。
島内に定期バス路線は存在しないが、三河湾三島で唯一乗合タクシーが運行されている。
2011年(平成23年)時点で島内に1,354台の車両があるが、このうち716台は軽トラックなどの軽自動車、691台は原動機付自転車である。
多くの島民は軽トラック以外の自動車を本土に所有しており、定期船の本土側寄港地である師崎には篠島住民の車が150-200台も駐車してあるという。
日間賀島と同様に、ヤマト運輸はトラックをカーフェリーに載せて篠島に渡り、そこで集配を行っている(島内では外周道路以外は原動機付自転車に荷物を積み替える)。",道路舗装率が高いのは、篠島と愛知県のどちらですか?,愛知県,Logical reasoning
21632,111,篠島,"島内の道路はすべて市町村道(南知多町道)であり、道路舗装率は83.5%と愛知県平均(87.1%)と同等である。
外周道路以外は幅員が狭く、四輪車の通行が禁止されている。
島内に定期バス路線は存在しないが、三河湾三島で唯一乗合タクシーが運行されている。
2011年(平成23年)時点で島内に1,354台の車両があるが、このうち716台は軽トラックなどの軽自動車、691台は原動機付自転車である。
多くの島民は軽トラック以外の自動車を本土に所有しており、定期船の本土側寄港地である師崎には篠島住民の車が150-200台も駐車してあるという。
日間賀島と同様に、ヤマト運輸はトラックをカーフェリーに載せて篠島に渡り、そこで集配を行っている(島内では外周道路以外は原動機付自転車に荷物を積み替える)。",2011年当時に台数が多かったのは軽自動車と原動機付自転車のどちらですか?,軽自動車,Logical reasoning
21633,112,篠島,"経済の中心は水産業と観光業であり、水産業は漁船漁業が主体であるが、ノリ、アワビ、ワカメなど冬場の養殖漁業、水産加工業も盛んである。
漁船漁業では4月から12月のシラス漁や、3月から5月のイカナゴ漁が盛んであり、漁業者の約6割がシラス漁に従事しているとされる。
愛知県のシラスの漁獲量は全国でも有数であり、篠島の漁獲量は多い年で約5,000トンといわれる。
1955年(昭和30年)には人口3,230人に対して2,069人の漁業従事者がおり、人口比は64%にも及んだが、漁獲量は減少傾向にあり、観光業の比重が高まっている。
フグの産地としては玄界灘(下関)が有名だが、2001年(平成13年)から2003年までは(平成15年)までは愛知県がトラフグの漁獲量で全国トップだった。
2005年(平成17年)には愛知県のトラフグの総漁獲量の2/3を南知多町が占め、近年には日間賀島とともにフグの産地としての篠島の認知度が高まっている。",2005年にトラフグの総漁獲量が愛知県内で最も多かった地域はどこでしたか?,南知多町,Lexical variation (synonymy)
21634,112,篠島,"経済の中心は水産業と観光業であり、水産業は漁船漁業が主体であるが、ノリ、アワビ、ワカメなど冬場の養殖漁業、水産加工業も盛んである。
漁船漁業では4月から12月のシラス漁や、3月から5月のイカナゴ漁が盛んであり、漁業者の約6割がシラス漁に従事しているとされる。
愛知県のシラスの漁獲量は全国でも有数であり、篠島の漁獲量は多い年で約5,000トンといわれる。
1955年(昭和30年)には人口3,230人に対して2,069人の漁業従事者がおり、人口比は64%にも及んだが、漁獲量は減少傾向にあり、観光業の比重が高まっている。
フグの産地としては玄界灘(下関)が有名だが、2001年(平成13年)から2003年までは(平成15年)までは愛知県がトラフグの漁獲量で全国トップだった。
2005年(平成17年)には愛知県のトラフグの総漁獲量の2/3を南知多町が占め、近年には日間賀島とともにフグの産地としての篠島の認知度が高まっている。",漁が出来る期間がより長いのは、シラス漁とイカナゴ漁のどちらですか?,シラス漁,Lexical variation (world knowledge)
21635,113,ラッコの保護活動,"ラッコの保護活動は、20世紀初頭に始まった。
当時、ラッコは大規模な商業狩猟により、絶滅の危機にあった。
かつてラッコは北太平洋、すなわち北日本、アラスカ、メキシコに亘って広く分布していた。
1911年までの毛皮目的の狩猟により、ラッコの個体数は人間の手が届かない辺境を中心とした2000頭にまで激減した。
その後20世紀の間に、ラッコの個体数はロシア極東部、西アラスカ、カリフォルニアの生き残りから増加した。
1960年代からは、かつてラッコが生息した地域への人工的移動も進められ、北アメリカ西海岸に広く分布させることに成功した。
その他にも若干だが成功した地域もあり、ラッコ保護活動は、海洋生物の保護活動(Marineconservation)として最も成功した事業の1つと考えられている。",ラッコの保護活動が開始されたのはいつ?,20世紀初頭,Lexical variation (synonymy)
21636,113,ラッコの保護活動,"ラッコの保護活動は、20世紀初頭に始まった。
当時、ラッコは大規模な商業狩猟により、絶滅の危機にあった。
かつてラッコは北太平洋、すなわち北日本、アラスカ、メキシコに亘って広く分布していた。
1911年までの毛皮目的の狩猟により、ラッコの個体数は人間の手が届かない辺境を中心とした2000頭にまで激減した。
その後20世紀の間に、ラッコの個体数はロシア極東部、西アラスカ、カリフォルニアの生き残りから増加した。
1960年代からは、かつてラッコが生息した地域への人工的移動も進められ、北アメリカ西海岸に広く分布させることに成功した。
その他にも若干だが成功した地域もあり、ラッコ保護活動は、海洋生物の保護活動(Marineconservation)として最も成功した事業の1つと考えられている。",ラッコの狩猟目的は何だったの?,毛皮,Syntactic variation
21637,114,ラッコの保護活動,"ところが近年、ラッコ生息地域として重要な2箇所で、ラッコの個体数の増加が止まり、あるいは減少が起こっている。
アリューシャン列島ではここ数十年間で、大きく減少している。
その原因は不明確であるが、ラッコ頭数の変化は、捕食者であるシャチ頭数の増加と傾向が似ている。
1990年代、カリフォルニアでは、アラスカとは別の原因で増加が止まった。
ラッコの成獣の伝染病罹患率が高まったためである。
カリフォルニアのラッコがなぜ病気にかかりやすいのかは分かっていない。
その他、ラッコは石油流出による汚染にも非常に弱く、その被害も報告されている。
国際自然保護連合(IUCN)は、ラッコを絶滅危惧種に指定している。",ラッコを捕食する生物とは何?,シャチ,Lexical variation (synonymy)
21638,114,ラッコの保護活動,"ところが近年、ラッコ生息地域として重要な2箇所で、ラッコの個体数の増加が止まり、あるいは減少が起こっている。
アリューシャン列島ではここ数十年間で、大きく減少している。
その原因は不明確であるが、ラッコ頭数の変化は、捕食者であるシャチ頭数の増加と傾向が似ている。
1990年代、カリフォルニアでは、アラスカとは別の原因で増加が止まった。
ラッコの成獣の伝染病罹患率が高まったためである。
カリフォルニアのラッコがなぜ病気にかかりやすいのかは分かっていない。
その他、ラッコは石油流出による汚染にも非常に弱く、その被害も報告されている。
国際自然保護連合(IUCN)は、ラッコを絶滅危惧種に指定している。",ラッコを絶滅危惧種に指定している機関はどこですか?,国際自然保護連合,Lexical variation (world knowledge)
21639,115,ラッコの保護活動,"ラッコ(Enhydralutris)は北太平洋沿岸、すなわち北日本、千島列島、カムチャッカ半島東部、アリューシャン列島、北アメリカ、メキシコに亘って生息する海洋哺乳類(marinemammal)である。
動物界の中では最も厚い毛皮を持つ。
1741年から1911年の間、毛皮採取を目的としたラッコの捕獲が大流行し(「大いなる狩猟、GreatHunt」と呼ばれる)、この期間に全世界の個体数が1,000-2,000に激減した。
それ以後、先住民による限定的な狩猟を除いて、商業狩猟のほとんどが禁止された。",動物界の中で最も厚い毛皮を持つ生物は何?,ラッコ,Multiple sentence reasoning
21640,115,ラッコの保護活動,"ラッコ(Enhydralutris)は北太平洋沿岸、すなわち北日本、千島列島、カムチャッカ半島東部、アリューシャン列島、北アメリカ、メキシコに亘って生息する海洋哺乳類(marinemammal)である。
動物界の中では最も厚い毛皮を持つ。
1741年から1911年の間、毛皮採取を目的としたラッコの捕獲が大流行し(「大いなる狩猟、GreatHunt」と呼ばれる)、この期間に全世界の個体数が1,000-2,000に激減した。
それ以後、先住民による限定的な狩猟を除いて、商業狩猟のほとんどが禁止された。",「大いなる狩猟」で狩猟対象となった生物は何だったの?,ラッコ,Lexical variation (world knowledge)
21641,115,ラッコの保護活動,"ラッコ(Enhydralutris)は北太平洋沿岸、すなわち北日本、千島列島、カムチャッカ半島東部、アリューシャン列島、北アメリカ、メキシコに亘って生息する海洋哺乳類(marinemammal)である。
動物界の中では最も厚い毛皮を持つ。
1741年から1911年の間、毛皮採取を目的としたラッコの捕獲が大流行し(「大いなる狩猟、GreatHunt」と呼ばれる)、この期間に全世界の個体数が1,000-2,000に激減した。
それ以後、先住民による限定的な狩猟を除いて、商業狩猟のほとんどが禁止された。",「大いなる狩猟」によってラッコの個体数はどれくらいにまで減ったの?,"1,000-2,000",Lexical variation (synonymy)
21642,116,ラッコの保護活動,"ラッコは、ウニ、軟体動物、甲殻類、数種類の魚類を捕食する。
ラッコは、その大きさに比べて活動範囲が狭いため、エサとして欠かせない種が存在する。
具体的にはウニ類である。
ウニは海草の森(kelpforest)を食い荒らし、沿岸侵食の原因となっている。
ラッコは生態学的にこれを防ぐ役割を担っており、さらにはその愛らしさと行動の面白さのため、人々の間で種を保護し、生息範囲を拡大する努力がなされてきた。
ただし、ラッコは、人間にとっても重要なアワビ、カニ、ハマグリといった魚介類も捕食する。
そのため、漁業団体、レクレーション団体、海岸で自給する人々から、ラッコ保護活動に対する反対運動が起こることもあり、漁師の中には法を犯してラッコを殺すこともあった。
ラッコの分布地域は、現在の所、不連続である。
オレゴン州や北カリフォルニアなどの地域には生息していない。
メキシコや北日本ではしばしば目撃されるようになってきている。
ラッコは人工飼育が可能なため、40以上の公共水族館や動物園で人気を集めている。",ラッコのエサとして欠かせない種とは何?,ウニ類,Multiple sentence reasoning
21643,116,ラッコの保護活動,"ラッコは、ウニ、軟体動物、甲殻類、数種類の魚類を捕食する。
ラッコは、その大きさに比べて活動範囲が狭いため、エサとして欠かせない種が存在する。
具体的にはウニ類である。
ウニは海草の森(kelpforest)を食い荒らし、沿岸侵食の原因となっている。
ラッコは生態学的にこれを防ぐ役割を担っており、さらにはその愛らしさと行動の面白さのため、人々の間で種を保護し、生息範囲を拡大する努力がなされてきた。
ただし、ラッコは、人間にとっても重要なアワビ、カニ、ハマグリといった魚介類も捕食する。
そのため、漁業団体、レクレーション団体、海岸で自給する人々から、ラッコ保護活動に対する反対運動が起こることもあり、漁師の中には法を犯してラッコを殺すこともあった。
ラッコの分布地域は、現在の所、不連続である。
オレゴン州や北カリフォルニアなどの地域には生息していない。
メキシコや北日本ではしばしば目撃されるようになってきている。
ラッコは人工飼育が可能なため、40以上の公共水族館や動物園で人気を集めている。",ラッコが生息していない地域はオレゴン州とどこですか?,北カリフォルニア,Multiple sentence reasoning
21644,116,ラッコの保護活動,"ラッコは、ウニ、軟体動物、甲殻類、数種類の魚類を捕食する。
ラッコは、その大きさに比べて活動範囲が狭いため、エサとして欠かせない種が存在する。
具体的にはウニ類である。
ウニは海草の森(kelpforest)を食い荒らし、沿岸侵食の原因となっている。
ラッコは生態学的にこれを防ぐ役割を担っており、さらにはその愛らしさと行動の面白さのため、人々の間で種を保護し、生息範囲を拡大する努力がなされてきた。
ただし、ラッコは、人間にとっても重要なアワビ、カニ、ハマグリといった魚介類も捕食する。
そのため、漁業団体、レクレーション団体、海岸で自給する人々から、ラッコ保護活動に対する反対運動が起こることもあり、漁師の中には法を犯してラッコを殺すこともあった。
ラッコの分布地域は、現在の所、不連続である。
オレゴン州や北カリフォルニアなどの地域には生息していない。
メキシコや北日本ではしばしば目撃されるようになってきている。
ラッコは人工飼育が可能なため、40以上の公共水族館や動物園で人気を集めている。",ラッコが日本国内で人口飼育されている施設は何カ所ですか?,40以上,Lexical variation (world knowledge)
21645,117,ラッコの保護活動,"IUCNは、ラッコにとって大きく脅威となるのは、石油汚染(Oilspill)、シャチによる捕食、密猟、漁業の影響であると分析している。
漁具に巻き込まれると、溺れることもある。
たとえ悪意が無くても、人が近くから観察することがストレスとなることもある。
ラッコにとって最も大きな脅威は石油流出である。
ラッコは体温を毛皮で保っている。
毛皮が油で濡れると毛の間の空気が抜けてしまうので、低体温症になって死んでしまう。
毛づくろいをしたり海水を飲んだりした際に体内に油が吸収されると、肝臓、腎臓、肺も損傷を受ける。
ラッコの行動範囲は狭いため、カリフォルニア、ワシントン、ブリティッシュコロンビア州などで大きな石油流出事故が発生すると、壊滅的な被害をもたらす。
これらの地域での石油流出防止とラッコ救済の準備をすることが、ラッコの個体数や生息範囲を増やすのに非常に重要である。
海洋保護地域(MarineProtectedArea)は、不法投棄や石油採掘が禁止されているため、ラッコの良好な生息地となっている。
モントレー湾国立動物保護地区(MontereyBayNationalMarineSanctuary)には1,200以上、オリンピック海岸国立海洋保護区(OlympicCoastNationalMarineSanctuary)には500以上が生息している。",ラッコの最大の脅威とは?,石油流出,Syntactic variation
21646,117,ラッコの保護活動,"IUCNは、ラッコにとって大きく脅威となるのは、石油汚染(Oilspill)、シャチによる捕食、密猟、漁業の影響であると分析している。
漁具に巻き込まれると、溺れることもある。
たとえ悪意が無くても、人が近くから観察することがストレスとなることもある。
ラッコにとって最も大きな脅威は石油流出である。
ラッコは体温を毛皮で保っている。
毛皮が油で濡れると毛の間の空気が抜けてしまうので、低体温症になって死んでしまう。
毛づくろいをしたり海水を飲んだりした際に体内に油が吸収されると、肝臓、腎臓、肺も損傷を受ける。
ラッコの行動範囲は狭いため、カリフォルニア、ワシントン、ブリティッシュコロンビア州などで大きな石油流出事故が発生すると、壊滅的な被害をもたらす。
これらの地域での石油流出防止とラッコ救済の準備をすることが、ラッコの個体数や生息範囲を増やすのに非常に重要である。
海洋保護地域(MarineProtectedArea)は、不法投棄や石油採掘が禁止されているため、ラッコの良好な生息地となっている。
モントレー湾国立動物保護地区(MontereyBayNationalMarineSanctuary)には1,200以上、オリンピック海岸国立海洋保護区(OlympicCoastNationalMarineSanctuary)には500以上が生息している。",モントレー湾国立動物保護地区とオリンピック海岸国立海洋保護区を比較すると、どちらの地区がラッコの生息数が多いですか?,モントレー湾国立動物保護地区,Logical reasoning
21647,117,ラッコの保護活動,"IUCNは、ラッコにとって大きく脅威となるのは、石油汚染(Oilspill)、シャチによる捕食、密猟、漁業の影響であると分析している。
漁具に巻き込まれると、溺れることもある。
たとえ悪意が無くても、人が近くから観察することがストレスとなることもある。
ラッコにとって最も大きな脅威は石油流出である。
ラッコは体温を毛皮で保っている。
毛皮が油で濡れると毛の間の空気が抜けてしまうので、低体温症になって死んでしまう。
毛づくろいをしたり海水を飲んだりした際に体内に油が吸収されると、肝臓、腎臓、肺も損傷を受ける。
ラッコの行動範囲は狭いため、カリフォルニア、ワシントン、ブリティッシュコロンビア州などで大きな石油流出事故が発生すると、壊滅的な被害をもたらす。
これらの地域での石油流出防止とラッコ救済の準備をすることが、ラッコの個体数や生息範囲を増やすのに非常に重要である。
海洋保護地域(MarineProtectedArea)は、不法投棄や石油採掘が禁止されているため、ラッコの良好な生息地となっている。
モントレー湾国立動物保護地区(MontereyBayNationalMarineSanctuary)には1,200以上、オリンピック海岸国立海洋保護区(OlympicCoastNationalMarineSanctuary)には500以上が生息している。",不法投棄や石油採掘が禁止されている地域の名称は何?,海洋保護地域,Lexical variation (world knowledge)
21648,118,ラッコの保護活動,"19世紀より以前、千島列島には20,000-25,000頭のラッコが住み、カムチャッカ半島やコマンドルスキー諸島にも多く住んでいた。
「大いなる狩猟(GreatHunt)」以後は、この地域に住むラッコはわずか750頭となっていた。
2004年現在、かつての生息地全域でラッコが見られるようになり、27,000頭にまでなった。
このうち、約19,000頭が千島列島に住み、2000から3500頭がカムチャッカ半島に、5,000から5,500頭がコマンドルスキー諸島に住んでいる。
ここに来て増加はわずかに遅くなり、ほぼ環境収容力に達したものと見られる。
ロシアでのラッコ生息数の復活成功は、広範囲かつ長期間の保護によるものであり、島からの人間の移住が大きく影響している。",19世紀より以前と「大いなる狩猟」以後では、千島列島のラッコの個体数はどちらが多かったですか?,19世紀より以前,Logical reasoning
21649,118,ラッコの保護活動,"19世紀より以前、千島列島には20,000-25,000頭のラッコが住み、カムチャッカ半島やコマンドルスキー諸島にも多く住んでいた。
「大いなる狩猟(GreatHunt)」以後は、この地域に住むラッコはわずか750頭となっていた。
2004年現在、かつての生息地全域でラッコが見られるようになり、27,000頭にまでなった。
このうち、約19,000頭が千島列島に住み、2000から3500頭がカムチャッカ半島に、5,000から5,500頭がコマンドルスキー諸島に住んでいる。
ここに来て増加はわずかに遅くなり、ほぼ環境収容力に達したものと見られる。
ロシアでのラッコ生息数の復活成功は、広範囲かつ長期間の保護によるものであり、島からの人間の移住が大きく影響している。",千島列島、カムチャッカ半島、コマンドルスキー諸島の中で最もラッコの数が多いのはどこですか?,千島列島,Logical reasoning
21650,118,ラッコの保護活動,"19世紀より以前、千島列島には20,000-25,000頭のラッコが住み、カムチャッカ半島やコマンドルスキー諸島にも多く住んでいた。
「大いなる狩猟(GreatHunt)」以後は、この地域に住むラッコはわずか750頭となっていた。
2004年現在、かつての生息地全域でラッコが見られるようになり、27,000頭にまでなった。
このうち、約19,000頭が千島列島に住み、2000から3500頭がカムチャッカ半島に、5,000から5,500頭がコマンドルスキー諸島に住んでいる。
ここに来て増加はわずかに遅くなり、ほぼ環境収容力に達したものと見られる。
ロシアでのラッコ生息数の復活成功は、広範囲かつ長期間の保護によるものであり、島からの人間の移住が大きく影響している。",千島列島、カムチャッカ半島、コマンドルスキー諸島の中で2番目にラッコの数が多いのはどこですか?,コマンドルスキー諸島,Logical reasoning
21651,118,ラッコの保護活動,"19世紀より以前、千島列島には20,000-25,000頭のラッコが住み、カムチャッカ半島やコマンドルスキー諸島にも多く住んでいた。
「大いなる狩猟(GreatHunt)」以後は、この地域に住むラッコはわずか750頭となっていた。
2004年現在、かつての生息地全域でラッコが見られるようになり、27,000頭にまでなった。
このうち、約19,000頭が千島列島に住み、2000から3500頭がカムチャッカ半島に、5,000から5,500頭がコマンドルスキー諸島に住んでいる。
ここに来て増加はわずかに遅くなり、ほぼ環境収容力に達したものと見られる。
ロシアでのラッコ生息数の復活成功は、広範囲かつ長期間の保護によるものであり、島からの人間の移住が大きく影響している。",19世紀より以前と2004年では、どちらの時期がラッコの数が多いですか?,2004年,Logical reasoning
21652,119,ラッコの保護活動,"1930年代、アラスカのアリューシャン列島とプリンス・ウィリアム湾の辺りにラッコの生息地に適した土地が発見された。
アムチトカ島のラッコ生息地は禁猟区に指定され、個体数が増加した。
1960年代半ば、アムチトカ島は核実験に使用され、ラッコを数多く殺すことになった。
1968年、アメリカ原子力委員会は大規模核実験を前にして、数百頭の動物を他の場所に移すことを決めた。
それを受けて1960年代、ラッコは700頭が移され、その経験から科学者達は動物を安全によそに移す方法を学んだ。
1973年、アラスカのラッコ頭数は、100,000から125,000頭に上ると推定されている。",アムチトカ島でラッコをたくさん殺してしまった原因とは、そこで何を行ったからですか?,核実験,Lexical variation (world knowledge)
21653,119,ラッコの保護活動,"1930年代、アラスカのアリューシャン列島とプリンス・ウィリアム湾の辺りにラッコの生息地に適した土地が発見された。
アムチトカ島のラッコ生息地は禁猟区に指定され、個体数が増加した。
1960年代半ば、アムチトカ島は核実験に使用され、ラッコを数多く殺すことになった。
1968年、アメリカ原子力委員会は大規模核実験を前にして、数百頭の動物を他の場所に移すことを決めた。
それを受けて1960年代、ラッコは700頭が移され、その経験から科学者達は動物を安全によそに移す方法を学んだ。
1973年、アラスカのラッコ頭数は、100,000から125,000頭に上ると推定されている。",アメリカ原子力委員会の決定により、1960年代にラッコは何頭移されましたか?,700頭,Multiple sentence reasoning
21654,119,ラッコの保護活動,"1930年代、アラスカのアリューシャン列島とプリンス・ウィリアム湾の辺りにラッコの生息地に適した土地が発見された。
アムチトカ島のラッコ生息地は禁猟区に指定され、個体数が増加した。
1960年代半ば、アムチトカ島は核実験に使用され、ラッコを数多く殺すことになった。
1968年、アメリカ原子力委員会は大規模核実験を前にして、数百頭の動物を他の場所に移すことを決めた。
それを受けて1960年代、ラッコは700頭が移され、その経験から科学者達は動物を安全によそに移す方法を学んだ。
1973年、アラスカのラッコ頭数は、100,000から125,000頭に上ると推定されている。",核実験に使用されたアラスカの島とはどこ?,アムチトカ島,Lexical variation (world knowledge)
21655,119,ラッコの保護活動,"1930年代、アラスカのアリューシャン列島とプリンス・ウィリアム湾の辺りにラッコの生息地に適した土地が発見された。
アムチトカ島のラッコ生息地は禁猟区に指定され、個体数が増加した。
1960年代半ば、アムチトカ島は核実験に使用され、ラッコを数多く殺すことになった。
1968年、アメリカ原子力委員会は大規模核実験を前にして、数百頭の動物を他の場所に移すことを決めた。
それを受けて1960年代、ラッコは700頭が移され、その経験から科学者達は動物を安全によそに移す方法を学んだ。
1973年、アラスカのラッコ頭数は、100,000から125,000頭に上ると推定されている。",1973年のアラスカのラッコ頭数は多くて何頭いましたか?,"125,000頭",Lexical variation (world knowledge)
21656,120,ラッコの保護活動,"ここ数十年で、西アラスカアリューシャン諸島のラッコ頭数は急落している。
1980年代、この地域に住むラッコは55,000-100,000頭いたが、2000年には6,000頭にまで減った。
この理由として、反論も多いが、シャチによる捕食によるものとする説がある。
この説を裏付ける証拠としては周囲の状況がある。
まず、頭数が減少するような病気や飢えが発生していた形跡がない。
そして、減少が大きかったのはシャチがたびたび観察される地域であり、潟のようにシャチがいないところでは減少が少なかった。",1980年代と2000年を比較すると、アリューシャン諸島のラッコ頭数はどちらの時期が少ないですか?,2000年,Logical reasoning
21657,120,ラッコの保護活動,"ここ数十年で、西アラスカアリューシャン諸島のラッコ頭数は急落している。
1980年代、この地域に住むラッコは55,000-100,000頭いたが、2000年には6,000頭にまで減った。
この理由として、反論も多いが、シャチによる捕食によるものとする説がある。
この説を裏付ける証拠としては周囲の状況がある。
まず、頭数が減少するような病気や飢えが発生していた形跡がない。
そして、減少が大きかったのはシャチがたびたび観察される地域であり、潟のようにシャチがいないところでは減少が少なかった。",アリューシャン諸島のラッコ頭数が急落した原因とは何でしたか?,シャチによる捕食,Multiple sentence reasoning
21658,120,ラッコの保護活動,"ここ数十年で、西アラスカアリューシャン諸島のラッコ頭数は急落している。
1980年代、この地域に住むラッコは55,000-100,000頭いたが、2000年には6,000頭にまで減った。
この理由として、反論も多いが、シャチによる捕食によるものとする説がある。
この説を裏付ける証拠としては周囲の状況がある。
まず、頭数が減少するような病気や飢えが発生していた形跡がない。
そして、減少が大きかったのはシャチがたびたび観察される地域であり、潟のようにシャチがいないところでは減少が少なかった。",2000年にアリューシャン諸島のラッコは何頭いましたか?,"6,000頭",Multiple sentence reasoning
21659,120,ラッコの保護活動,"ここ数十年で、西アラスカアリューシャン諸島のラッコ頭数は急落している。
1980年代、この地域に住むラッコは55,000-100,000頭いたが、2000年には6,000頭にまで減った。
この理由として、反論も多いが、シャチによる捕食によるものとする説がある。
この説を裏付ける証拠としては周囲の状況がある。
まず、頭数が減少するような病気や飢えが発生していた形跡がない。
そして、減少が大きかったのはシャチがたびたび観察される地域であり、潟のようにシャチがいないところでは減少が少なかった。",1980年代にアリューシャン諸島のラッコは何頭いましたか?,"55,000-100,000頭",Multiple sentence reasoning
21660,121,ラッコの保護活動,"アラスカに生息するシャチの種の中には海洋哺乳類を好んで食べる種類がある。
そのようなシャチは、アザラシ、アシカ、小型のクジラ、コククジラの子供などを食べる。
ラッコは小型で毛が多いので、シャチにとってあまり魅力が無いエサだが、クジラに比べてシャチの頭数が多いことが、何千ものラッコがシャチに捕食されたことの証拠の一つに挙げられる。
""sequentialmegafaunacollapse""(大型生物の連鎖崩壊)と呼ばれる理論によると、シャチがラッコの捕食を始めたのは、かつてエサとしていた動物が減ってしまったことによる。
つまりこの理論では、大型クジラが1960年代の商業捕鯨で減少してしまい、そのためシャチはゼニガタアザラシやトドの捕食を始めたために1970年代から1980年代にはそれらも減少し、ついにはより小型の動物がシャチのエサとなってしまった、と説明する。
ただし、ラッコの減少がシャチの捕食によるものかどうかの結論は出ておらず、直接それを証明する証拠は出ていない。",クジラとシャチはどちらが数が多いですか?,シャチ,Logical reasoning
